lesson_id,lesson_teacher,lesson_subject,lesson_classes,teacher_value,effective_begin_date,effective_end_date,assigned_day,assigned_period,assigned_starttime,assigned_endtime
LS_37701,TR_SmG,SU_PT,CL_S04,400000,20250811,20260626,2,5,1300,1345
LS_37701,TR_SmG,SU_PT,CL_S04,400000,20250811,20260626,2,6,1345,1430
LS_37701,TR_SmG,SU_PT,CL_S04,400000,20250811,20260626,2,7,1445,1530
LS_37701,TR_SmG,SU_PT,CL_S04,400000,20250811,20260626,2,8,1530,1615
LS_38000,TR_DiB,SU_WPF,CL_S04,200000,20250811,20260626,4,5,1300,1345
LS_38000,TR_DiB,SU_WPF,CL_S04,200000,20250811,20260626,4,6,1345,1430
LS_38001,TR_SiD,SU_WPF,CL_S06,200000,20250811,20260626,4,5,1300,1345
LS_38001,TR_SiD,SU_WPF,CL_S06,200000,20250811,20260626,4,6,1345,1430
LS_38002,TR_MSo,SU_WPF,CL_S07,200000,20250811,20260626,4,5,1300,1345
LS_38002,TR_MSo,SU_WPF,CL_S07,200000,20250811,20260626,4,6,1345,1430
LS_38100,TR_SeM,SU_ABC,,100000,20250811,20260626,4,6,1345,1430
LS_38200,TR_SiD,SU_ABC,,100000,20250811,20260626,4,2,0915,1000
LS_38300,TR_SiD,SU_AB,CL_S06,400000,20250811,20260626,1,1,0830,0915
LS_38300,TR_SiD,SU_AB,CL_S06,400000,20250811,20260626,1,2,0915,1000
LS_38300,TR_SiD,SU_AB,CL_S06,400000,20250811,20260626,5,1,0830,0915
LS_38300,TR_SiD,SU_AB,CL_S06,400000,20250811,20260626,5,2,0915,1000
LS_38400,TR_BrB,SU_M,CL_S06,400000,20250811,20260626,2,3,1030,1115
LS_38400,TR_BrB,SU_M,CL_S06,400000,20250811,20260626,2,4,1115,1200
LS_38400,TR_BrB,SU_M,CL_S06,400000,20250811,20260626,4,3,1030,1115
LS_38400,TR_BrB,SU_M,CL_S06,400000,20250811,20260626,4,4,1115,1200
LS_38500,TR_SeM,SU_D,CL_S06,400000,20250811,20260626,2,5,1300,1345
LS_38500,TR_SeM,SU_D,CL_S06,400000,20250811,20260626,2,6,1345,1430
LS_38500,TR_SeM,SU_D,CL_S06,400000,20250811,20260626,3,1,0830,0915
LS_38500,TR_SeM,SU_D,CL_S06,400000,20250811,20260626,3,2,0915,1000
LS_38600,TR_BrB,SU_Sp,CL_S06,200000,20250811,20260626,4,1,0830,0915
LS_38600,TR_BrB,SU_Sp,CL_S06,200000,20250811,20260626,4,2,0915,1000
LS_38700,TR_SeM,SU_LA,CL_S06,200000,20250811,20260626,3,3,1030,1115
LS_38700,TR_SeM,SU_LA,CL_S06,200000,20250811,20260626,3,4,1115,1200
LS_39000,TR_SeM,SU_BM,CL_S06,400000,20250811,20260626,2,7,1445,1530
LS_39000,TR_SeM,SU_BM,CL_S06,400000,20250811,20260626,2,8,1530,1615
LS_39000,TR_SeM,SU_BM,CL_S06,400000,20250811,20260626,4,7,1445,1530
LS_39000,TR_SeM,SU_BM,CL_S06,400000,20250811,20260626,4,8,1530,1615
LS_39100,TR_HaM,SU_PM,CL_S06,400000,20250811,20260626,1,5,1300,1345
LS_39100,TR_HaM,SU_PM,CL_S06,400000,20250811,20260626,1,6,1345,1430
LS_39100,TR_HaM,SU_PM,CL_S06,400000,20250811,20260626,1,7,1445,1530
LS_39100,TR_HaM,SU_PM,CL_S06,400000,20250811,20260626,1,8,1530,1615
LS_39101,TR_SiD,SU_PM,CL_S06,400000,20250811,20260626,1,5,1300,1345
LS_39101,TR_SiD,SU_PM,CL_S06,400000,20250811,20260626,1,6,1345,1430
LS_39101,TR_SiD,SU_PM,CL_S06,400000,20250811,20260626,1,7,1445,1530
LS_39101,TR_SiD,SU_PM,CL_S06,400000,20250811,20260626,1,8,1530,1615
LS_39300,TR_MSo,SU_ABC,,100000,20250811,20260626,2,2,0915,1000
LS_39400,TR_MSo,SU_ABC,,100000,20250811,20260626,2,1,0830,0915
LS_39500,TR_MSo,SU_AB,CL_S07,400000,20250811,20260626,3,1,0830,0915
LS_39500,TR_MSo,SU_AB,CL_S07,400000,20250811,20260626,3,2,0915,1000
LS_39500,TR_MSo,SU_AB,CL_S07,400000,20250811,20260626,5,5,1300,1345
LS_39500,TR_MSo,SU_AB,CL_S07,400000,20250811,20260626,5,6,1345,1430
LS_39600,TR_MSo,SU_D,CL_S07,400000,20250811,20260626,2,3,1030,1115
LS_39600,TR_MSo,SU_D,CL_S07,400000,20250811,20260626,2,4,1115,1200
LS_39600,TR_MSo,SU_D,CL_S07,400000,20250811,20260626,5,1,0830,0915
LS_39600,TR_MSo,SU_D,CL_S07,400000,20250811,20260626,5,2,0915,1000
LS_39700,TR_LaH,SU_M,CL_S07,400000,20250811,20260626,1,1,0830,0915
LS_39700,TR_LaH,SU_M,CL_S07,400000,20250811,20260626,1,2,0915,1000
LS_39700,TR_LaH,SU_M,CL_S07,400000,20250811,20260626,3,3,1030,1115
LS_39700,TR_LaH,SU_M,CL_S07,400000,20250811,20260626,3,4,1115,1200
LS_39800,TR_MSo,SU_LA,CL_S07,400000,20250811,20260626,2,7,1445,1530
LS_39800,TR_MSo,SU_LA,CL_S07,400000,20250811,20260626,2,8,1530,1615
LS_39800,TR_MSo,SU_LA,CL_S07,400000,20250811,20260626,5,7,1445,1530
LS_39800,TR_MSo,SU_LA,CL_S07,400000,20250811,20260626,5,8,1530,1615
LS_39900,TR_ScS,SU_Sp,CL_S07,200000,20250811,20260626,1,5,1300,1345
LS_39900,TR_ScS,SU_Sp,CL_S07,200000,20250811,20260626,1,6,1345,1430
LS_40000,TR_MSo,SU_BM,CL_S07,400000,20250811,20260626,2,5,1300,1345
LS_40000,TR_MSo,SU_BM,CL_S07,400000,20250811,20260626,2,6,1345,1430
LS_40000,TR_MSo,SU_BM,CL_S07,400000,20250811,20260626,5,3,1030,1115
LS_40000,TR_MSo,SU_BM,CL_S07,400000,20250811,20260626,5,4,1115,1200
LS_40500,TR_ZiW,SU_ABC,,100000,20250811,20260626,2,3,1030,1115
LS_40600,TR_PeS,SU_ABC,,100000,20250811,20260626,2,4,1115,1200
LS_40700,TR_PeS,SU_AB,CL_S08,400000,20250811,20260626,4,5,1300,1345
LS_40700,TR_PeS,SU_AB,CL_S08,400000,20250811,20260626,4,6,1345,1430
LS_40700,TR_PeS,SU_AB,CL_S08,400000,20250811,20260626,5,3,1030,1115
LS_40700,TR_PeS,SU_AB,CL_S08,400000,20250811,20260626,5,4,1115,1200
LS_40800,TR_PeS,SU_D,CL_S08,400000,20250811,20260626,3,1,0830,0915
LS_40800,TR_PeS,SU_D,CL_S08,400000,20250811,20260626,3,2,0915,1000
LS_40800,TR_PeS,SU_D,CL_S08,400000,20250811,20260626,5,1,0830,0915
LS_40800,TR_PeS,SU_D,CL_S08,400000,20250811,20260626,5,2,0915,1000
LS_40900,TR_ZiW,SU_M,CL_S08,400000,20250811,20260626,1,3,1030,1115
LS_40900,TR_ZiW,SU_M,CL_S08,400000,20250811,20260626,1,4,1115,1200
LS_40900,TR_ZiW,SU_M,CL_S08,400000,20250811,20260626,2,5,1300,1345
LS_40900,TR_ZiW,SU_M,CL_S08,400000,20250811,20260626,2,6,1345,1430
LS_41000,TR_PeS,SU_LA,CL_S08,200000,20250811,20260626,4,7,1445,1530
LS_41000,TR_PeS,SU_LA,CL_S08,200000,20250811,20260626,4,8,1530,1615
LS_41100,TR_ZiW,SU_Sp,CL_S08,200000,20250811,20260626,1,7,1445,1530
LS_41100,TR_ZiW,SU_Sp,CL_S08,200000,20250811,20260626,1,8,1530,1615
LS_41200,TR_ZiW,SU_BO,CL_S08,400000,20250811,20260626,1,5,1300,1345
LS_41200,TR_ZiW,SU_BO,CL_S08,400000,20250811,20260626,1,6,1345,1430
LS_41200,TR_ZiW,SU_BO,CL_S08,400000,20250811,20260626,2,7,1445,1530
LS_41200,TR_ZiW,SU_BO,CL_S08,400000,20250811,20260626,2,8,1530,1615
LS_41300,TR_Kï¿½S,SU_PO,CL_S08,400000,20250811,20260626,4,1,0830,0915
LS_41300,TR_Kï¿½S,SU_PO,CL_S08,400000,20250811,20260626,4,2,0915,1000
LS_41300,TR_Kï¿½S,SU_PO,CL_S08,400000,20250811,20260626,4,3,1030,1115
LS_41300,TR_Kï¿½S,SU_PO,CL_S08,400000,20250811,20260626,4,4,1115,1200
LS_41301,TR_SmG,SU_PO,CL_S08,400000,20250811,20260626,4,1,0830,0915
LS_41301,TR_SmG,SU_PO,CL_S08,400000,20250811,20260626,4,2,0915,1000
LS_41301,TR_SmG,SU_PO,CL_S08,400000,20250811,20260626,4,3,1030,1115
LS_41301,TR_SmG,SU_PO,CL_S08,400000,20250811,20260626,4,4,1115,1200
LS_41500,TR_PeS,SU_WPF,CL_S08,200000,20250811,20260626,3,3,1030,1115
LS_41500,TR_PeS,SU_WPF,CL_S08,200000,20250811,20260626,3,4,1115,1200
LS_53400,TR_PeO,SU_ABC,,150000,20250811,20260626,4,3,1030,1115
LS_53400,TR_PeO,SU_ABC,,150000,20250811,20260626,4,4,1115,1138
LS_53500,TR_KuJ,SU_ABC,,150000,20250811,20260626,4,1,0852,0915
LS_53500,TR_KuJ,SU_ABC,,150000,20250811,20260626,4,2,0915,1000
LS_53600,TR_KuJ,SU_AB,CL_I211,200000,20250811,20260626,2,5,1300,1345
LS_53600,TR_KuJ,SU_AB,CL_I211,200000,20250811,20260626,2,6,1345,1430
LS_53601,TR_PeO,SU_AB,CL_I211,200000,20250811,20260626,2,5,1300,1345
LS_53601,TR_PeO,SU_AB,CL_I211,200000,20250811,20260626,2,6,1345,1430
LS_53800,TR_KuJ,SU_AB,CL_I211,200000,20250811,20260626,1,5,1300,1345
LS_53800,TR_KuJ,SU_AB,CL_I211,200000,20250811,20260626,1,6,1345,1430
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,1,1,0830,0915
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,1,2,0915,1000
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,2,7,1445,1530
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,2,8,1530,1615
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,4,5,1300,1345
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,4,6,1345,1430
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,4,7,1445,1530
LS_54000,TR_KuJ,SU_DaZ,CL_I211,800000,20250811,20260626,4,8,1530,1615
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,1,1,0830,0915
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,1,2,0915,1000
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,2,7,1445,1530
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,2,8,1530,1615
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,4,5,1300,1345
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,4,6,1345,1430
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,4,7,1445,1530
LS_54001,TR_PeO,SU_DaZ,CL_I211,800000,20250811,20260626,4,8,1530,1615
LS_54100,TR_KuJ,SU_M,CL_I211,400000,20250811,20260626,1,3,1030,1115
LS_54100,TR_KuJ,SU_M,CL_I211,400000,20250811,20260626,1,4,1115,1200
LS_54100,TR_KuJ,SU_M,CL_I211,400000,20250811,20260626,2,3,1030,1115
LS_54100,TR_KuJ,SU_M,CL_I211,400000,20250811,20260626,2,4,1115,1200
LS_54200,TR_KuJ,SU_LA,CL_I211,200000,20250811,20260626,1,7,1445,1530
LS_54200,TR_KuJ,SU_LA,CL_I211,200000,20250811,20260626,1,8,1530,1615
LS_54300,TR_KuJ,SU_Sp,CL_I211,200000,20250811,20260626,4,3,1030,1115
LS_54300,TR_KuJ,SU_Sp,CL_I211,200000,20250811,20260626,4,4,1115,1200
LS_54400,TR_KuJ,SU_BMOT,CL_I211,200000,20250811,20260626,2,1,0830,0915
LS_54400,TR_KuJ,SU_BMOT,CL_I211,200000,20250811,20260626,2,2,0915,1000
LS_54600,TR_FeR,SU_PM,CL_I211,400000,20250811,20260626,3,1,0830,0915
LS_54600,TR_FeR,SU_PM,CL_I211,400000,20250811,20260626,3,2,0915,1000
LS_54600,TR_FeR,SU_PM,CL_I211,400000,20250811,20260626,3,3,1030,1115
LS_54600,TR_FeR,SU_PM,CL_I211,400000,20250811,20260626,3,4,1115,1200
LS_54601,TR_StC,SU_PO,CL_I211,400000,20250811,20260626,3,1,0830,0915
LS_54601,TR_StC,SU_PO,CL_I211,400000,20250811,20260626,3,2,0915,1000
LS_54601,TR_StC,SU_PO,CL_I211,400000,20250811,20260626,3,3,1030,1115
LS_54601,TR_StC,SU_PO,CL_I211,400000,20250811,20260626,3,4,1115,1200
LS_54700,TR_PeO,SU_WPF,CL_I211,200000,20250811,20260626,5,3,1030,1115
LS_54700,TR_PeO,SU_WPF,CL_I211,200000,20250811,20260626,5,4,1115,1200
LS_55100,TR_BAs,SU_AB,CL_I210,200000,20250811,20260626,5,1,0830,0915
LS_55100,TR_BAs,SU_AB,CL_I210,200000,20250811,20260626,5,2,0915,1000
LS_55200,TR_BAs,SU_AB,CL_I210,200000,20250811,20260626,1,7,1445,1530
LS_55200,TR_BAs,SU_AB,CL_I210,200000,20250811,20260626,1,8,1530,1615
LS_55201,TR_HeS,SU_AB,CL_I210,200000,20250811,20260626,1,7,1445,1530
LS_55201,TR_HeS,SU_AB,CL_I210,200000,20250811,20260626,1,8,1530,1615
LS_55300,TR_HeS,SU_AB,CL_I210,200000,20250811,20260626,4,5,1300,1345
LS_55300,TR_HeS,SU_AB,CL_I210,200000,20250811,20260626,4,6,1345,1430
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,1,5,1300,1345
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,1,6,1345,1430
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,2,5,1300,1345
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,2,6,1345,1430
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,2,7,1445,1530
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,2,8,1530,1615
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,4,3,1030,1115
LS_55500,TR_BAs,SU_DaZ,CL_I210,800000,20250811,20260626,4,4,1115,1200
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,1,5,1300,1345
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,1,6,1345,1430
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,2,5,1300,1345
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,2,6,1345,1430
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,2,7,1445,1530
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,2,8,1530,1615
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,4,3,1030,1115
LS_55501,TR_HeS,SU_DaZ,CL_I210,800000,20250811,20260626,4,4,1115,1200
LS_55600,TR_HeS,SU_M,CL_I210,400000,20250811,20260626,1,1,0830,0915
LS_55600,TR_HeS,SU_M,CL_I210,400000,20250811,20260626,1,2,0915,1000
LS_55600,TR_HeS,SU_M,CL_I210,400000,20250811,20260626,2,3,1030,1115
LS_55600,TR_HeS,SU_M,CL_I210,400000,20250811,20260626,2,4,1115,1200
LS_55700,TR_BAs,SU_LA,CL_I210,200000,20250811,20260626,5,3,1030,1115
LS_55700,TR_BAs,SU_LA,CL_I210,200000,20250811,20260626,5,4,1115,1200
LS_55800,TR_HeS,SU_Sp,CL_I210,200000,20250811,20260626,1,3,1030,1115
LS_55800,TR_HeS,SU_Sp,CL_I210,200000,20250811,20260626,1,4,1115,1200
LS_56100,TR_HeS,SU_BMOT,CL_I210,200000,20250811,20260626,2,1,0830,0915
LS_56100,TR_HeS,SU_BMOT,CL_I210,200000,20250811,20260626,2,2,0915,1000
LS_56200,TR_HeS,SU_PM,CL_I210,400000,20250811,20260626,3,1,0830,0915
LS_56200,TR_HeS,SU_PM,CL_I210,400000,20250811,20260626,3,2,0915,1000
LS_56200,TR_HeS,SU_PM,CL_I210,400000,20250811,20260626,3,3,1030,1115
LS_56200,TR_HeS,SU_PM,CL_I210,400000,20250811,20260626,3,4,1115,1200
LS_56201,TR_Kï¿½S,SU_PT,CL_I210,400000,20250811,20260626,3,1,0830,0915
LS_56201,TR_Kï¿½S,SU_PT,CL_I210,400000,20250811,20260626,3,2,0915,1000
LS_56201,TR_Kï¿½S,SU_PT,CL_I210,400000,20250811,20260626,3,3,1030,1115
LS_56201,TR_Kï¿½S,SU_PT,CL_I210,400000,20250811,20260626,3,4,1115,1200
LS_56600,TR_LaM,SU_AB,CL_I209,200000,20250811,20260626,4,3,1030,1115
LS_56600,TR_LaM,SU_AB,CL_I209,200000,20250811,20260626,4,4,1115,1200
LS_56700,TR_BrB,SU_AB,CL_I209,200000,20250811,20260626,5,3,1030,1115
LS_56700,TR_BrB,SU_AB,CL_I209,200000,20250811,20260626,5,4,1115,1200
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,1,3,1030,1115
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,1,4,1115,1200
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,2,3,1030,1115
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,2,4,1115,1200
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,4,5,1300,1345
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,4,6,1345,1430
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,4,7,1445,1530
LS_57000,TR_Yeï¿½,SU_DaZ,CL_I209,800000,20250811,20260626,4,8,1530,1615
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,1,3,1030,1115
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,1,4,1115,1200
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,2,3,1030,1115
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,2,4,1115,1200
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,4,5,1300,1345
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,4,6,1345,1430
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,4,7,1445,1530
LS_57001,TR_LaM,SU_DaZ,CL_I209,800000,20250811,20260626,4,8,1530,1615
LS_57100,TR_Yeï¿½,SU_M,CL_I209,200000,20250811,20260626,1,1,0830,0915
LS_57100,TR_Yeï¿½,SU_M,CL_I209,200000,20250811,20260626,1,2,0915,1000
LS_57200,TR_Yeï¿½,SU_LA,CL_I209,200000,20250811,20260626,2,7,1445,1530
LS_57200,TR_Yeï¿½,SU_LA,CL_I209,200000,20250811,20260626,2,8,1530,1615
LS_57300,TR_Yeï¿½,SU_Sp,CL_I209,200000,20250811,20260626,2,5,1300,1345
LS_57300,TR_Yeï¿½,SU_Sp,CL_I209,200000,20250811,20260626,2,6,1345,1430
LS_57400,TR_ScM,SU_BMOT,CL_I209,200000,20250811,20260626,2,1,0830,0915
LS_57400,TR_ScM,SU_BMOT,CL_I209,200000,20250811,20260626,2,2,0915,1000
LS_57500,TR_PeO,SU_PM,CL_I209,400000,20250811,20260626,3,1,0830,0915
LS_57500,TR_PeO,SU_PM,CL_I209,400000,20250811,20260626,3,2,0915,1000
LS_57500,TR_PeO,SU_PM,CL_I209,400000,20250811,20260626,3,3,1030,1115
LS_57500,TR_PeO,SU_PM,CL_I209,400000,20250811,20260626,3,4,1115,1200
LS_57501,TR_SMa,SU_PM,CL_I209,400000,20250811,20260626,3,1,0830,0915
LS_57501,TR_SMa,SU_PM,CL_I209,400000,20250811,20260626,3,2,0915,1000
LS_57501,TR_SMa,SU_PM,CL_I209,400000,20250811,20260626,3,3,1030,1115
LS_57501,TR_SMa,SU_PM,CL_I209,400000,20250811,20260626,3,4,1115,1200
LS_57800,TR_LaM,SU_WPF,CL_I209,200000,20250811,20260626,1,7,1445,1530
LS_57800,TR_LaM,SU_WPF,CL_I209,200000,20250811,20260626,1,8,1530,1615
LS_60800,TR_AnP,SU_LA,CL_S01,200000,20250811,20260626,4,7,1445,1530
LS_60800,TR_AnP,SU_LA,CL_S01,200000,20250811,20260626,4,8,1530,1615
LS_60900,TR_ScS,SU_LA,CL_S04,200000,20250811,20260626,5,5,1300,1345
LS_60900,TR_ScS,SU_LA,CL_S04,200000,20250811,20260626,5,6,1345,1430
